Company,Inches,RAM,Memory,OpSys,Weights,Price,X_res,Y_res,Gaming,Touchscreen,ppi,Cpu Brand,Gpu brand
Lenovo,15.6,16,500,Windows,6.1,399.95,1366,768,0,0,100.4546699,Intel Core i7,Intel 
ASUS,15.6,8,512,Windows,3.97,1299,1920,1080,0,0,141.2119981,Intel Core i7,Intel 
Alienware,15.6,6,512,Windows,4.76,1999,1920,1080,1,0,141.2119981,Intel Core i7,NVIDIA
HP,17.3,8,256,Windows,5,963.9260148,1920,1080,0,0,127.3356746,AMD Processor,AMD
Apple,16.2,64,2048,Others/Linux/Mac OS,8.4,3594.95,3840,2160,0,0,271.9638482,Intel Core i7,Intel 
Lenovo,14,16,256,Windows,3.08,1975.84,1920,1200,0,1,161.7253908,Intel Core i5,Intel 
HP,15.6,16,512,Windows,3.86,963.9260148,1920,1080,0,1,141.2119981,Intel Core i5,Intel 
Acer,15.6,8,256,Windows,4.37,874.2,1920,1080,1,0,141.2119981,Intel Core i7,NVIDIA
Dell,15.6,2,250,Windows,6,185,1366,768,0,0,100.4546699,Intel Core i5,Intel 
HP,17.3,16,1024,Windows,7.9,963.9260148,1920,1080,0,0,127.3356746,Intel Core i7,Intel 
Lenovo,15.6,8,64,Chrome OS,5.59,299.99,1920,1080,0,0,141.2119981,Celeron Processor,Intel 
MSI,17.3,16,512,Windows,5.4,1473.89,3840,2160,1,0,254.6713491,Intel Core i7,NVIDIA
Lenovo,14,12,512,Windows,7.9,963.9260148,1920,1080,0,0,157.3505121,Intel Core i5,Intel 
Alienware,17.3,16,1512,Windows,8.54,963.9260148,1920,1080,1,0,127.3356746,Intel Core i7,NVIDIA
Lenovo,13.3,8,512,Windows,7,963.9260148,1920,1080,0,1,165.6321181,AMD Processor,AMD
Dell,15.6,16,512,Windows,6.2,963.9260148,1920,1080,1,0,141.2119981,Intel Core i7,NVIDIA
Dell,17.3,64,1000,Windows,6.65,963.9260148,1920,1080,0,0,127.3356746,Other Intel Processor,NVIDIA
Dell,15.6,16,256,Windows,5,963.9260148,1920,1080,1,0,141.2119981,Intel Core i7,NVIDIA
Dell,15.6,16,512,Windows,5,963.9260148,2560,1080,1,0,178.1082563,Intel Core i7,NVIDIA
Dell,15.6,64,512,Windows,5.42,4200,1920,1080,0,0,141.2119981,Intel Core i9,NVIDIA
Lenovo,14,8,256,Windows,3.08,2010.94,1920,1080,0,1,157.3505121,Intel Core i7,Intel 
Toshiba,15.6,12,512,Windows,4.96,963.9260148,1920,1080,0,0,141.2119981,Intel Core i7,Intel 
Lenovo,14,20,512,Windows,3.5,444,2560,1440,0,0,209.8006829,Intel Core i7,Intel 
MSI,17.3,16,128,Windows,8.4,963.9260148,3840,2160,1,0,254.6713491,Intel Core i7,Intel 
MSI,15.6,16,512,Windows,4.96,1253.84,1920,1080,1,0,141.2119981,Intel Core i7,NVIDIA
HP,15.6,16,1000,Windows,3.75,549.99,1920,1080,0,0,141.2119981,Athlon Processor,AMD
ASUS,14,4,128,Chrome OS,5.19,249.99,1920,1080,0,0,157.3505121,Celeron Processor,Intel 
Acer,14,8,128,Chrome OS,3.42,399.99,1366,768,0,0,111.9352036,Pentium Processor,Intel 
Lenovo,14,8,256,Windows,2.99,963.9260148,1920,1080,0,0,157.3505121,Intel Core i5,NVIDIA
HP,15.6,16,512,Windows,4.41,1999,3840,2160,0,1,282.4239962,Intel Core i7,NVIDIA
HP,15.6,12,1024,Windows,4.3,963.9260148,1920,1080,0,0,141.2119981,Intel Core i7,Intel 
Dell,15.6,4,1024,Windows,7.8,458.48,1920,1080,0,1,141.2119981,Intel Core i3,Intel 
Lenovo,14,16,512,Windows,3.6,963.9260148,1920,1080,0,0,157.3505121,Intel Core i5,Intel 
Lenovo,14,16,128,Windows,4.8,224.04,1366,768,0,0,111.9352036,Intel Core i5,NVIDIA
Lenovo,16,16,512,Windows,3.99,2112.55,2560,1600,0,0,188.6796226,Intel Core i7,NVIDIA
Lenovo,10.1,4,128,Chrome OS,2,299.99,1920,1080,0,1,218.1096208,Intel Core i7,Intel 
Dell,14,8,256,Windows,3.32,162.86,1920,1080,0,0,157.3505121,Intel Core i5,Intel 
Lenovo,17.3,16,512,Windows,6.17,963.9260148,1366,768,0,0,90.58340172,Intel Core i5,Intel 
Lenovo,15.6,4,500,Windows,5.51,599.99,1366,768,0,1,100.4546699,Intel Core i3,Intel 
HP,14,32,512,Windows,2.99,3499,1920,1080,0,1,157.3505121,Intel Core i7,Intel 
Lenovo,15.6,8,64,Chrome OS,5.59,299.99,1920,1080,0,0,141.2119981,Celeron Processor,Intel 
MSI,17.3,16,512,Windows,5.4,1473.89,3840,2160,1,0,254.6713491,Intel Core i7,NVIDIA
Dell,17.3,24,2048,Windows,7.28,963.9260148,1920,1080,1,0,127.3356746,Intel Core i7,NVIDIA
ASUS,15.6,16,1024,Windows,5.7,963.9260148,1920,1080,1,0,141.2119981,Intel Core i7,NVIDIA
HP,14,4,64,Chrome OS,3.3,99,1366,768,0,0,111.9352036,AMD Processor,AMD
HP,15.6,8,256,Others/Linux/Mac OS,4.37,643.04,1920,1080,0,0,141.2119981,Intel Core i7,Intel 
Lenovo,17.3,8,512,Windows,6.38,1095.95,1920,1080,1,0,127.3356746,Intel Core i7,Intel 
Lenovo,14,16,512,Windows,4.8,1793.84,1920,1080,0,0,157.3505121,Intel Core i7,Intel 
Acer,15.6,8,256,Windows,4.63,963.9260148,1920,1080,0,0,141.2119981,AMD Processor,AMD
ASUS,13.3,8,256,Windows,2.6,1021.9,1920,1080,0,0,165.6321181,Intel Core i5,Intel 
HP,14,32,512,Windows,5.5,963.9260148,1366,768,0,0,111.9352036,Celeron Processor,Intel 
HP,15.6,16,256,Windows,3.85,963.9260148,1920,1080,0,0,141.2119981,Intel Core i7,Intel 
HP,13.3,16,512,Windows,3.9,963.9260148,1920,1080,0,0,165.6321181,Intel Core i7,Intel 
ASUS,15,6,750,Windows,5.1,963.9260148,1366,768,0,0,104.4728567,Intel Core i5,Intel 
ROKC,14,12,512,Windows,3.31,469.99,1920,1080,0,0,157.3505121,Intel Core i3,Intel 
MSI,15.6,16,512,Windows,4.96,1253.84,1920,1080,1,0,141.2119981,Intel Core i7,NVIDIA
ASUS,14,4,128,Chrome OS,5.19,249.99,1920,1080,0,0,157.3505121,Celeron Processor,Intel 
Acer,14,8,128,Chrome OS,3.42,399.99,1366,768,0,0,111.9352036,Pentium Processor,Intel 
Dell,15.6,6,500,Windows,5.84,963.9260148,1366,768,0,1,100.4546699,Intel Core i5,Intel 
Lenovo,15.6,8,500,Windows,5.1,963.9260148,1366,768,0,1,100.4546699,Intel Core i5,Intel 
HP,11.6,4,128,Windows,7.2,963.9260148,1366,768,0,0,135.0942112,Intel Core i5,Intel 
Acer,15.6,4,500,Windows,5.51,963.9260148,1920,1080,0,0,141.2119981,Intel Core i5,Intel 
HP,11.6,2,32,Windows,2.8,963.9260148,1366,768,0,0,135.0942112,Celeron Processor,Intel 
Acer,15.6,4,32,Chrome OS,3.53,396,1920,1080,0,1,141.2119981,Celeron Processor,Intel 
HP,14,16,256,Windows,4.7,2399,1920,1080,0,1,157.3505121,Intel Core i7,Intel 
Acer,14,8,512,Windows,3.37,949.99,1920,1080,0,0,157.3505121,Intel Core i5,Intel 
Dell,13,16,256,Windows,1.7,1029.99,1920,1080,0,0,169.4543977,Intel Core i7,Intel 
Dell,14,8,256,Windows,7.8,1195.94,1920,1080,0,1,157.3505121,Intel Core i7,Intel 
ASUS,17.3,16,750,Windows,8.7,630,1920,1080,1,0,127.3356746,Intel Core i7,NVIDIA
Lenovo,15.6,8,64,Chrome OS,5.59,299.99,1920,1080,0,0,141.2119981,Celeron Processor,Intel 
MSI,17.3,16,512,Windows,5.4,1473.89,3840,2160,1,0,254.6713491,Intel Core i7,NVIDIA
ASUS,15.6,16,1000,Windows,4.9,963.9260148,1920,1080,1,0,141.2119981,Intel Core i7,NVIDIA
Toshiba,15.6,12,1024,Windows,4.85,963.9260148,1920,1080,0,0,141.2119981,Intel Core i7,Intel 
ASUS,13,8,128,Windows,3.1,963.9260148,1920,1080,0,0,169.4543977,Intel Core i7,Intel 
Acer,15.6,4,500,Windows,7.25,963.9260148,1920,1080,0,0,141.2119981,Intel Core i5,Intel 
Dell,14,8,256,Windows,3.55,1599,1920,1080,0,0,157.3505121,Intel Core i7,Intel 
MSI,17.3,64,512,Windows,5.29,2599,1920,1080,1,0,127.3356746,Intel Core i7,NVIDIA
MSI,15.6,8,512,Windows,7.18,960.29,1280,800,1,0,96.75878084,Intel Core i5,NVIDIA
Lenovo,7,16,512,Others/Linux/Mac OS,4.4,75.85,1920,1080,0,0,314.7010243,Intel Core i7,Intel 
Alienware,18.4,8,1024,Windows,20.8,963.9260148,1920,1080,1,0,119.7232158,Intel Core i7,NVIDIA
Soft Networks Inc.,15.6,40,512,Windows,3.99,963.9260148,1920,1080,0,0,141.2119981,Intel Core i5,Intel 
Alienware,17.3,16,512,Windows,9.74,1199.99,1920,1080,1,0,127.3356746,Intel Core i7,NVIDIA
Dell,15.6,32,256,Windows,3.97,1199,1920,1080,0,0,141.2119981,Intel Core i7,NVIDIA
Acer,15.6,8,128,Windows,3.64,299.99,1920,1080,0,0,141.2119981,Intel Core i7,Intel 
ROKC,14,12,512,Windows,3.31,469.99,1920,1080,0,0,157.3505121,Intel Core i3,Intel 
ASUS,14,4,128,Chrome OS,5.19,249.99,1920,1080,0,0,157.3505121,Celeron Processor,Intel 
Acer,14,8,128,Chrome OS,3.42,399.99,1366,768,0,0,111.9352036,Pentium Processor,Intel 
Lenovo,12.5,8,512,Windows,5.14,963.9260148,1366,768,0,0,125.367428,Intel Core i5,Intel 
HP,15.6,4,500,Windows,7.7,963.9260148,1920,1080,0,0,141.2119981,Intel Core i7,Intel 
Dell,15.6,6,500,Windows,5.84,963.9260148,1366,768,0,1,100.4546699,Intel Core i5,Intel 
Lenovo,15.6,8,500,Windows,5.1,963.9260148,1366,768,0,1,100.4546699,Intel Core i5,Intel 
HP,11.6,4,128,Windows,7.2,963.9260148,1366,768,0,0,135.0942112,Intel Core i5,Intel 
Acer,15.6,4,500,Windows,5.51,963.9260148,1920,1080,0,0,141.2119981,Intel Core i5,Intel 
HP,11.6,2,32,Windows,2.8,963.9260148,1366,768,0,0,135.0942112,Celeron Processor,Intel 
Acer,15.6,4,32,Chrome OS,3.53,396,1920,1080,0,1,141.2119981,Celeron Processor,Intel 
HP,14,16,256,Windows,4.7,2399,1920,1080,0,1,157.3505121,Intel Core i7,Intel 
HP,15.6,16,512,Windows,5.25,963.9260148,1920,1080,1,1,141.2119981,Intel Core i7,NVIDIA
Acer,14,8,512,Windows,3.37,949.99,1920,1080,0,0,157.3505121,Intel Core i5,Intel 
Dell,13,16,256,Windows,1.7,1029.99,1920,1080,0,0,169.4543977,Intel Core i7,Intel 
Lenovo,15.6,8,64,Chrome OS,5.59,299.99,1920,1080,0,0,141.2119981,Celeron Processor,Intel 
MSI,17.3,16,512,Windows,5.4,1473.89,3840,2160,1,0,254.6713491,Intel Core i7,NVIDIA
Dell,14,8,256,Windows,7.8,1195.94,1920,1080,0,1,157.3505121,Intel Core i7,Intel 
ASUS,15.6,16,1000,Windows,4.9,963.9260148,1920,1080,1,0,141.2119981,Intel Core i7,NVIDIA
Toshiba,15.6,12,1024,Windows,4.85,963.9260148,1920,1080,0,0,141.2119981,Intel Core i7,Intel 
ASUS,13,8,128,Windows,3.1,963.9260148,1920,1080,0,0,169.4543977,Intel Core i7,Intel 
Acer,15.6,4,500,Windows,7.25,963.9260148,1920,1080,0,0,141.2119981,Intel Core i5,Intel 
MSI,17.3,64,512,Windows,5.29,2599,1920,1080,1,0,127.3356746,Intel Core i7,NVIDIA
MSI,15.6,8,512,Windows,7.18,960.29,1280,800,1,0,96.75878084,Intel Core i5,NVIDIA
Alienware,18.4,8,1024,Windows,20.8,963.9260148,1920,1080,1,0,119.7232158,Intel Core i7,NVIDIA
Soft Networks Inc.,15.6,40,512,Windows,3.99,963.9260148,1920,1080,0,0,141.2119981,Intel Core i5,Intel 
Dell,15.6,32,256,Windows,3.97,1199,1920,1080,0,0,141.2119981,Intel Core i7,NVIDIA
HP,13.3,16,512,Windows,3.3,1899,1920,1080,0,1,165.6321181,Intel Core i7,Intel 
Acer,15.6,8,128,Windows,3.64,299.99,1920,1080,0,0,141.2119981,Intel Core i7,Intel 
ROKC,14,12,512,Windows,3.31,469.99,1920,1080,0,0,157.3505121,Intel Core i3,Intel 
ASUS,14,4,128,Chrome OS,5.19,249.99,1920,1080,0,0,157.3505121,Celeron Processor,Intel 
Lenovo,15.6,8,64,Chrome OS,5.59,299.99,1920,1080,0,0,141.2119981,Celeron Processor,Intel 
Acer,14,8,128,Chrome OS,3.42,399.99,1366,768,0,0,111.9352036,Pentium Processor,Intel 
MSI,17.3,16,1024,Windows,5.4,2196.18,3840,2160,1,0,254.6713491,Intel Core i7,NVIDIA
Core Innovations,14.1,3,512,Windows,3.5,299.99,1366,768,0,0,111.1413369,Celeron Processor,Intel 
Acer,15.6,8,128,Windows,3.64,299.99,1920,1080,0,0,141.2119981,Intel Core i7,Intel 
ASUS,14,4,128,Chrome OS,5.19,249.99,1920,1080,0,0,157.3505121,Celeron Processor,Intel 
Acer,14,8,128,Chrome OS,3.42,399.99,1366,768,0,0,111.9352036,Pentium Processor,Intel 
Lenovo,14,8,256,Windows,3.41,963.9260148,1920,1080,0,0,157.3505121,Intel Core i5,Intel 
Dell,15.6,64,2000,Windows,8,3111.86,3456,1080,0,0,232.1038331,Intel Core i9,NVIDIA
Lenovo,14,16,1024,Windows,3.3,963.9260148,1920,1080,0,1,157.3505121,AMD Processor,AMD
Dell,15.6,8,256,Windows,4.5,849,1920,1080,0,0,141.2119981,Intel Core i5,NVIDIA
HP,15.6,16,256,Windows,4.35,963.9260148,1920,1080,0,0,141.2119981,Intel Core i7,Intel 
HP,14,4,128,Chrome OS,5,187,1366,768,0,1,111.9352036,Celeron Processor,Intel 
LG,16,16,1024,Windows,4.37,1443.98,2560,1600,0,0,188.6796226,Intel Core i7,Intel 
HP,14,8,256,Windows,3.25,1569.77,1920,1080,0,0,157.3505121,Intel Core i7,Intel 
Lenovo,15.6,8,256,Windows,4.37,561.12,1920,1080,0,0,141.2119981,Intel Core i7,Intel 
HP,13.3,16,512,Windows,4.37,963.9260148,2560,1600,0,0,226.9830047,AMD Processor,AMD
Lenovo,14,16,512,Windows,2.5,2129.2,1920,1200,0,0,161.7253908,Intel Core i7,Intel 
Lenovo,15.6,8,64,Chrome OS,5.59,299.99,1920,1080,0,0,141.2119981,Celeron Processor,Intel 
Lenovo,16,8,256,Chrome OS,4.11,569.99,2560,1600,1,0,188.6796226,Intel Core i7,Intel 
HP,17.3,16,500,Windows,7.96,963.9260148,1920,1080,0,0,127.3356746,Intel Core i7,AMD
Dell,13.3,16,512,Windows,3.5,1040.01,1920,1080,0,0,165.6321181,Intel Core i7,Intel 
Lenovo,15.6,8,512,Windows,4.9,589.99,1920,1080,0,0,141.2119981,Intel Core i7,AMD
Lenovo,14,8,256,Windows,5,1498,1920,1080,0,0,157.3505121,Intel Core i5,Intel 
HPI SOURCING - NEW,11.6,4,512,Chrome OS,4.25,115.6,1366,768,0,0,135.0942112,Intel Core i7,AMD
Dell,15.6,32,1000,Windows,8,963.9260148,1920,1080,0,0,141.2119981,Intel Core i9,NVIDIA
Dell,17.3,64,512,Windows,6.65,2949.99,1920,1080,1,0,127.3356746,Intel Core i7,NVIDIA
Dell,13.3,8,512,Windows,2.87,963.9260148,1920,1080,0,0,165.6321181,Intel Core i7,Intel 
Lenovo,13.3,16,256,Windows,2.65,963.9260148,1920,1200,0,1,170.2372535,Intel Core i7,Intel 
Dell,17,32,1000,Windows,4.65,963.9260148,1920,1080,0,0,129.5827747,Intel Core i7,NVIDIA
HP,16.1,32,512,Windows,5.16,963.9260148,1920,1080,1,0,136.8265323,Intel Core i5,NVIDIA
Acer,16,32,1024,Windows,5.29,963.9260148,2560,1600,1,0,188.6796226,Intel Core i9,Intel 
MSI,17.3,16,512,Windows,5.4,1473.89,3840,2160,1,0,254.6713491,Intel Core i7,NVIDIA
ASUS,14,4,128,Chrome OS,5.19,249.99,1920,1080,0,0,157.3505121,Celeron Processor,Intel 
Acer,14,8,128,Chrome OS,3.42,399.99,1366,768,0,0,111.9352036,Pentium Processor,Intel 
HP,15.58,16,256,Windows,5,963.9260148,1920,1080,0,0,141.3932715,Intel Core i5,Intel 
Dell,15.6,64,2048,Windows,8,1279,1920,1080,0,0,141.2119981,Intel Core i7,Intel 
Lenovo,13.3,16,2048,Windows,7,1449,2560,1600,0,0,226.9830047,Intel Core i7,Intel 
Acer,14,8,128,Chrome OS,3.42,399.99,1366,768,0,0,111.9352036,Pentium Processor,Intel 
Lenovo,15.6,20,1024,Windows,3.53,418.88,1920,1080,0,0,141.2119981,Pentium Processor,Intel 
HP,15.6,16,1024,Windows,5.39,549,1366,768,0,0,100.4546699,Pentium Processor,Intel 
Lenovo,17.3,16,1024,Windows,4.79,589,1920,1080,0,0,127.3356746,AMD Processor,AMD
HP,15.6,16,1024,Windows,5.29,499,1366,768,0,0,100.4546699,Pentium Processor,Intel 
Dell,17.3,8,1000,Windows,7.2,1399.95,1920,1080,1,0,127.3356746,Intel Core i7,NVIDIA
Dell,17,64,4000,Windows,8,3282.99,3840,1080,0,0,234.6461667,Intel Core i9,NVIDIA
Lenovo,14,8,256,Windows,3.06,249,1920,1080,0,0,157.3505121,Intel Core i5,Intel 
Dell,15.6,32,1024,Windows,6,699.99,1920,1080,0,1,141.2119981,AMD Processor,AMD
Dell,13.4,16,512,Windows,2.8,1599,1920,1200,0,1,168.9668262,Intel Core i7,Intel 
Lenovo,14,16,512,Windows,4.34,289,1920,1080,0,0,157.3505121,Intel Core i7,Intel 
HP,17.3,32,1024,Windows,9,963.9260148,1920,1080,0,1,127.3356746,Intel Core i7,Intel 
Lenovo,14,4,128,Windows,4.37,963.9260148,1920,1080,0,1,157.3505121,AMD Processor,AMD
Lenovo,16,128,4096,Windows,9.9,963.9260148,3840,2400,0,0,283.019434,Intel Core i7,NVIDIA
Lenovo,15.6,8,64,Chrome OS,5.59,299.99,1920,1080,0,0,141.2119981,Celeron Processor,Intel 
Lenovo,16,8,256,Chrome OS,4.11,569.99,2560,1600,1,0,188.6796226,Intel Core i7,Intel 
Apple,15.4,16,1024,Others/Linux/Mac OS,5.48,579.95,2880,1800,0,0,220.5346239,Intel Core i7,Intel 
HP,17.3,8,512,Windows,5.25,963.9260148,1920,1080,0,0,127.3356746,Intel Core i3,Intel 
Dell,15.6,16,256,Windows,4.19,304.98,1366,768,0,0,100.4546699,Intel Core i7,Intel 
Lenovo,16,64,1024,Windows,6.5,2549,1920,1200,0,0,141.509717,Intel Core i9,NVIDIA
Microsoft,13.5,8,512,Windows,3.4,929.9,3000,2000,0,0,267.0778723,Intel Core i5,Intel 
Dell,14,16,512,Windows,8,1258.99,1920,1080,1,0,157.3505121,Intel Core i7,NVIDIA
Lenovo,14,8,512,Windows,2.99,1079.99,1920,1080,0,0,157.3505121,Intel Core i7,Intel 
ASUS,15.6,40,1024,Windows,4.2,1939.99,2560,1440,1,0,188.2826641,AMD Processor,NVIDIA
HP,14.1,8,512,Windows,5.4,228.26,1920,1080,0,0,156.2345511,Intel Core i5,Intel 
Dell,11.6,4,16,Chrome OS,2.85,89.99,1366,768,0,0,135.0942112,Celeron Processor,Intel 
ASUS,15.6,8,256,Windows,5.1,819.99,1920,1080,1,0,141.2119981,AMD Processor,NVIDIA
Lenovo,16,16,512,Windows,5.49,1199.99,2560,1600,1,0,188.6796226,Intel Core i7,NVIDIA
Acer,15.6,8,128,Windows,3.64,299.99,1920,1080,0,0,141.2119981,Intel Core i7,Intel 
Acer,16,32,1024,Windows,5.29,963.9260148,2560,1600,1,0,188.6796226,Intel Core i9,Intel 
ASUS,14,4,128,Chrome OS,5.19,249.99,1920,1080,0,0,157.3505121,Celeron Processor,Intel 
Acer,14,8,128,Chrome OS,3.42,399.99,1366,768,0,0,111.9352036,Pentium Processor,Intel 
Dell,13.3,8,512,Windows,2.7,963.9260148,3200,1800,0,0,276.0535301,Intel Core i5,Intel 
Dell,14,8,256,Windows,3.5,328.99,1920,1080,0,0,157.3505121,Intel Core i5,Intel 
HP,15.6,8,128,Windows,4.72,963.9260148,1920,1080,0,1,141.2119981,Intel Core i5,AMD
Lenovo,15.6,4,1024,Windows,5.1,876.54,1920,1080,0,0,141.2119981,Intel Core i5,NVIDIA
Dell,15.6,16,256,Windows,3.91,963.9260148,1920,1080,0,0,141.2119981,Intel Core i5,Intel 
Dell,13.3,4,512,Windows,5.35,802.5,1920,1080,0,0,165.6321181,Intel Core i7,Intel 
MSI,17.3,32,1024,Windows,6.39,3099,1920,1080,1,0,127.3356746,Intel Core i7,Intel 
Lenovo,15.6,16,512,Windows,3.58,963.9260148,1920,1080,0,0,141.2119981,Intel Core i7,Intel 
Alienware,18.4,8,1024,Windows,20.8,963.9260148,1920,1080,1,0,119.7232158,Intel Core i7,AMD
ASUS,15.6,4,128,Windows,3.7,963.9260148,1920,1080,0,0,141.2119981,Intel Core i7,AMD
ASUS,15.6,8,128,Windows,5,963.9260148,1366,768,0,0,100.4546699,AMD Processor,AMD
Lenovo,14,8,256,Windows,3.41,963.9260148,1920,1080,0,0,157.3505121,Intel Core i5,Intel 
Lenovo,15.6,8,64,Chrome OS,5.59,299.99,1920,1080,0,0,141.2119981,Celeron Processor,Intel 
MSI,17.3,16,512,Windows,5.4,1473.89,3840,2160,1,0,254.6713491,Intel Core i7,NVIDIA
Lenovo,14,4,128,Windows,3.7,963.9260148,1920,1080,0,1,157.3505121,Intel Core i7,AMD
Dell,15.6,64,2000,Windows,8,3111.86,3456,1080,0,0,232.1038331,Intel Core i9,NVIDIA
Lenovo,14,16,1024,Windows,3.3,963.9260148,1920,1080,0,1,157.3505121,AMD Processor,AMD
Dell,15.6,8,256,Windows,4.5,849,1920,1080,0,0,141.2119981,Intel Core i5,NVIDIA
HP,15.6,16,256,Windows,4.35,963.9260148,1920,1080,0,0,141.2119981,Intel Core i7,Intel 
LG,16,16,1024,Windows,4.37,1443.98,2560,1600,0,0,188.6796226,Intel Core i7,Intel 
HP,14,8,256,Windows,3.25,1569.77,1920,1080,0,0,157.3505121,Intel Core i7,Intel 
Lenovo,15.6,8,256,Windows,4.37,561.12,1920,1080,0,0,141.2119981,Intel Core i7,Intel 
HP,13.3,16,512,Windows,4.37,963.9260148,2560,1600,0,0,226.9830047,AMD Processor,AMD
Lenovo,14,16,512,Windows,2.5,2129.2,1920,1200,0,0,161.7253908,Intel Core i7,Intel 
HP,17.3,16,500,Windows,7.96,963.9260148,1920,1080,0,0,127.3356746,Intel Core i7,AMD
Dell,13.3,16,512,Windows,3.5,1040.01,1920,1080,0,0,165.6321181,Intel Core i7,Intel 
ROKC,14,12,512,Windows,3.31,469.99,1920,1080,0,0,157.3505121,Intel Core i3,Intel 
MSI,15.6,16,512,Windows,4.96,1253.84,1920,1080,1,0,141.2119981,Intel Core i7,NVIDIA
ASUS,14,4,128,Chrome OS,5.19,249.99,1920,1080,0,0,157.3505121,Celeron Processor,Intel 
Acer,14,8,128,Chrome OS,3.42,399.99,1366,768,0,0,111.9352036,Pentium Processor,Intel 
HP,12.5,8,512,Windows,2.49,1396.25,1920,1080,0,0,176.2325736,Intel Core i7,Intel 
Lenovo,13.3,8,256,Windows,2.82,599,1920,1080,0,1,165.6321181,Intel Core i7,AMD
HP,14,8,512,Windows,4.64,963.9260148,1920,1080,0,1,157.3505121,Intel Core i7,Intel 
Alienware,17.3,16,1256,Windows,15,5999,1920,1080,1,0,127.3356746,Intel Core i7,NVIDIA
Lenovo,14,4,64,Windows,3,356.34,1920,1080,0,0,157.3505121,Celeron Processor,Intel 
Lenovo,11.6,8,64,Chrome OS,4,387.79,1366,768,0,1,135.0942112,Celeron Processor,Intel 
Lenovo,13.3,16,512,Windows,3.17,963.9260148,1920,1080,0,0,165.6321181,Intel Core i7,Intel 
Acer,14,8,512,Windows,3.2,479,1920,1080,0,0,157.3505121,Intel Core i5,Intel 
Acer,11.6,4,512,Chrome OS,2.87,332.04,1366,768,0,1,135.0942112,Celeron Processor,Intel 
HP,11.6,4,512,Chrome OS,2.95,249.32,1366,768,0,0,135.0942112,Celeron Processor,Intel 
Lenovo,11.6,4,128,Windows,8,963.9260148,1366,768,0,1,135.0942112,Celeron Processor,Intel 
Dell,13.3,8,256,Windows,4.37,963.9260148,1920,1080,0,0,165.6321181,Intel Core i5,Intel 
Lenovo,15.6,8,64,Chrome OS,5.59,299.99,1920,1080,0,0,141.2119981,Celeron Processor,Intel 
MSI,17.3,16,512,Windows,5.4,1473.89,3840,2160,1,0,254.6713491,Intel Core i7,NVIDIA
HP,15.6,16,512,Windows,3,963.9260148,1920,1200,0,0,145.1381713,Intel Core i7,Intel 
HP,13.5,16,512,Windows,4.84,3223.83,1920,1280,0,1,170.9298382,Intel Core i7,Intel 
HP,13.3,4,500,Windows,3.5,963.9260148,1366,768,0,0,117.8265301,Intel Core i7,Intel 
HP,15.6,8,1024,Windows,5.19,899.81,1920,1080,0,0,141.2119981,Intel Core i7,NVIDIA
HP,14,4,512,Windows,5.4,963.9260148,1920,1080,0,0,157.3505121,Intel Core i5,Intel 
Panasonic,13.1,4,500,Windows,8.2,399.99,1024,768,0,1,97.70992366,Intel Core i5,Intel 
LG,13.3,8,512,Windows,6,963.9260148,1920,1080,0,0,165.6321181,AMD Processor,AMD
ASUS,15.6,4,512,Windows,6.1,963.9260148,1920,1080,0,0,141.2119981,Intel Core i3,Intel 
Dell,15.6,32,512,Windows,5.4,1467,1920,1080,0,0,141.2119981,Intel Core i7,NVIDIA
Panasonic,10.1,4,320,Windows,5.1,963.9260148,1024,768,0,0,126.7326733,Intel Core i5,Intel 
ROKC,14,12,512,Windows,3.31,469.99,1920,1080,0,0,157.3505121,Intel Core i3,Intel 
MSI,15.6,16,512,Windows,4.96,1253.84,1920,1080,1,0,141.2119981,Intel Core i7,NVIDIA
ASUS,14,4,128,Chrome OS,5.19,249.99,1920,1080,0,0,157.3505121,Celeron Processor,Intel 
Acer,14,8,128,Chrome OS,3.42,399.99,1366,768,0,0,111.9352036,Pentium Processor,Intel 
HP,14,16,512,Windows,6,963.9260148,1920,1080,0,0,157.3505121,AMD Processor,AMD
Dell,15.6,32,512,Windows,8,963.9260148,1920,1080,0,0,141.2119981,Intel Core i7,Intel 
MSI,15.6,8,256,Windows,4.1,963.9260148,1920,1080,1,0,141.2119981,Intel Core i5,NVIDIA
Lenovo,14,16,512,Windows,1,1138.81,1920,1200,0,0,161.7253908,AMD Processor,AMD
Lenovo,15.6,16,512,Windows,6.8,963.9260148,1920,1200,0,0,145.1381713,Intel Core i7,Intel 
Dell,15.6,16,1024,Windows,4.31,963.9260148,3456,2160,0,1,261.2487083,Intel Core i9,NVIDIA
Dell,14,32,512,Windows,8,963.9260148,1366,1080,0,0,124.383295,Intel Core i7,Intel 
Dell,14,16,512,Windows,8,963.9260148,1366,1080,0,0,124.383295,Intel Core i7,Intel 
Dell,16,64,2048,Windows,8,963.9260148,3072,1920,0,0,226.4155472,Intel Core i7,NVIDIA
Dell,16,16,2048,Windows,8,963.9260148,3072,1920,0,0,226.4155472,Intel Core i7,NVIDIA
Dell,15,8,256,Windows,4.37,568.76,1366,768,0,0,104.4728567,Intel Core i5,Intel 
HP,14,16,1024,Windows,5.8,963.9260148,1920,1080,0,1,157.3505121,Intel Core i7,Intel 
Lenovo,15.6,8,64,Chrome OS,5.59,299.99,1920,1080,0,0,141.2119981,Celeron Processor,Intel 
