Company,Name,Inches,Screen_Resolution,CPU,RAM,Memory,GPU,OpSys,Weights,Price
HP,"HP 15-dw0037wm Notebook 15.6"" HD i3-8145U 2.1GHz 8GB RAM 1TB HDD Win 10 Home Ghost Silver",15.6,,2.1 GHz,8.0,1 TB,Intel UHD Graphics 630,Windows 10,3.84,299.99
HP,"2022 Newest HP EliteBook 840 G8 14 FHD Business Laptop Computer, 11th Gen Intel 4 Core i5 1135G7(up Silver 16GB RAM I 512GB SSD",14,1920 x 1080,Core i5,16.0,512 GB,Intel Iris Xe Graphics,Windows 10 Pro,3.21,768.0
ROKC,"2023 Newest Upgraded Ideapad 3i Laptops for Student & Business by Lenovo, 14 inch FHD Computer, Intel Core i3-1115G4, 12GB RAM, 512GB SSD, HDMI, Webcam, Bluetooth, Webcam, Windows 11, Platinum Grey",14,1920 x 1080,Intel Core i3,12.0,512 GB,Intel,Windows 11,3.31,469.99
MSI,"MSI Pulse GL66 15.6"" FHD 144Hz Gaming Laptop: Intel Core i7-12700H RTX 3070 16GB 512GB NVMe SSD, Type-C USB 3.2 Gen 1, RGB Gaming Keyboard, Cooler Boost 5, Win11 Home: Black 12UGKV-464",15.6,1920x1080,Core i7,16.0,512 GB,NVIDIA GeForce RTX 3070,Windows 11 Home,4.96,1252.84
ASUS,"ASUS Chromebook C424, 14.0"" 180 Degree FHD NanoEdge Display, Intel Dual Core Celeron Processor, 4GB LPDDR4 RAM, 128GB Storage, Silver Color, C424MA-AS48F",14,1920x1080,Celeron N4020,4.0,128 GB,Intel UHD Graphics 600,Chrome OS,5.16,249.99
Acer,"Acer Chromebook Spin 314 Convertible Laptop | Intel Pentium Silver N6000 | 14"" HD Corning Gorilla Glass Touch Display | 8GB LPDDR4X | 128GB eMMC | Intel Wi-Fi 6 AX201 | Chrome OS | CP314-1H-P1Q5",14,1366x768,Pentium,8.0,128 GB,Intel UHD Graphics,Chrome OS,3.42,399.99
Lenovo,"Lenovo 2022 Newest 14"" FHD Micro-Edge Laptop, AMD Ryzen 5 5500U (Beat i7-1160G7, up to 4GHz), HDMI, Fast Charge, Windows 11 Home (12GB RAM | 512GB SSD)",14,1920 x 1080,AMD Ryzen 5 5500U,12.0,512 GB,,Windows 11 Home,,636.88
HP,"HP Pavilion 15.6"" FHD Touchscreen Laptop, 12th Gen 10-Core Intel i5-1235U, 16GB DDR4 1TB NVMe SSD, Iris Xe Graphics, HDMI Webcam WiFi-6 Bluetooth Backlit Keyboard, Windows 10 Home, COU 32GB USB",15.6,1920 x 1080,Core i5 Family,16.0,1 TB,Intel Iris Xe Graphics,Windows 10 Home,7.9,963.9260148199606
ASUS,"ASUS ROG G531GT-BI7N6 15.6"" FHD Gaming Laptop Computer, Intel Hexa-Core i7-9750H Up to 4.5GHz, 8GB DDR4, 512GB SSD, NVIDIA GeForce GTX 1650, 802.11ac WiFi, HDMI, USB 3.0, Windows 10",15.6,1920 x 1080,Intel Core i7,8.0,512 GB,NVIDIA GeForce GTX 1650,Windows 10,5.3,769.0
HP,"HP Envy 13.3"" Touchscreen Intel Evo Laptop - 11th Gen i7 i7-1165G7 Processor, 16GB DDR4, 1 TB SSD",13.3,1920 x 1080,Intel Core i7-1165G7,16.0,1 TB,Intel Iris Xe Graphics,Windows 10 Pro,5.2,1099.0
HP,"HP 17.3"" Full HD (1920 x 1080) Laptop, Intel Core i5-1135G7, 8GB RAM, 256GB SSD, Windows 10 Home, Natural Silver (17-by4633dx)",17.3,,1.2GHz Cortex A8 Processor,8.0,,,macOS 10.13 High Sierra,6.44,325.0
ASUS,ASUS 2022 X515EA VivoBook Laptop 15.6” FHD Touchscreen Intel 11th 2-Core i3-1115G4 Intel UHD Graphics 8GB DDR4 RAM 128GB PCIe SSD HDMI WiFi AC BT Webcam Fingerprint USB-C Windows 11 Home w/ RE USB,15.6,1920 x 1080,Core I3 1115G4,8.0,128 GB,Intel UHD Graphics,Windows 11 Home,3.97,479.99
ASUS,"ASUS VivoBook S15 S533 Thin and Light Laptop, 15.6” FHD Display, Intel Core i5-1135G7 CPU, 8GB DDR4 RAM, 512GB PCIe SSD, Wi-Fi 6, Windows 11 Home, AI Noise-Cancellation, Dreamy White, S533EA-DH51-WH",15.6,1920x1080,Intel Core i5-1135G7,8.0,512 GB,Intel Iris Xe Graphics,Windows 11,3.97,711.28
ASUS,"ASUS X512DA-BTS2020RL 15.6"" Full HD Laptop – AMD Ryzen 5 - AMD Radeon Vega 8-512GB PCIe SSD – 8GB RAM",15.6,1920 x 1080,Ryzen 5 1400,8.0,512 GB,AMD Radeon Vega 8,Windows 10,3.7,963.9260148199606
Lenovo,"Lenovo IdeaPad 11.6"" Laptop Intel Celeron 2GB Ram 32GB Flash (Mineral Gray)",11.6,,,2.0,32 GB,Intel HD Graphics 500,Windows 10,1.0,963.9260148199606
SAMSUNG,"SAMSUNG 15.6” Galaxy Book2 Pro Laptop Computer|Windows 11 PRO | 16GB |256GB, 12th Gen Intel® Core™ i5-1240P Processor, Evo Certified, Lightweight, Silver (NP954XED-KB1US)",15.6,1920 x 1080,Intel Core i5,16.0,256 GB,Intel HD Graphics 520,Windows 11 Pro,2.5,1399.99
Dell,"Dell Latitude 7000 7330 13.3"" Notebook - Full HD - 1920 x 1080 - Intel Core i7 12th Gen i7-1265U Deca-core (10 Core) 1.80 GHz - 16 GB Total RAM - 16 GB On-Board Memory - 256 GB SSD - Carbon Fiber -",13.3,1920 x 1080,Core i7,16.0,256 GB,Intel Iris Xe Graphics,Windows 10 Pro,3.8,1745.99
Lenovo,"Lenovo 2023 14” HD IPS Chromebook, ARM Cortex 8-Core Processor Up to 2.0GHz, 4GB Ram, 128GB Storage(64GB SSD+64GB MicroSD), Super-Fast WiFi Speed, Chrome OS, Dale Blue (Renewed)",14,1366x768,ARM Cortex A-9,4.0,128 GB,ARM Mali-T604,Chrome OS,4.38,159.99
Lenovo,"Lenovo 3i Chromebook - 2023 - Everyday Notebook - Chrome OS - 15.6"" Full HD - 8GB Memory - 64GB Storage - Intel Celeron N4500 - Abyss Blue",15.6,1920x1080,Celeron P4500,8.0,64 GB,,Chrome OS,5.59,299.99
MSI,"MSI Creator 17 Professional Laptop: 17.3"" UHD 120Hz 100% AdobeRGB Display, Intel Core i7-11800H, NVIDIA GeForce RTX 3060, 16GB RAM, 512GB NVME SSD, Thunderbolt 4, Win10, Core Black (B11UE-471)",17.3,3840 x 2160,Core i7 Family,16.0,512 GB,NVIDIA GeForce RTX 3060,Windows 10 Home,5.4,1473.89
HP,"HP 2022 Pavilion 15.6"" FHD Touchscreen Laptop 12th Gen 10-Core Intel i7-1255U 16GB DDR4 1TB NVMe SSD NVIDIA GeForce MX550 HDMI USB-C WiFi-6 Bluetooth Backlit Keyboard Windows 11 Pro w/ 32GB USB",15.6,1920 x 1080,Core i7 Family,16.0,1 TB,NVIDIA GeForce MX550 2GB,Windows 11 Pro,7.0,963.9260148199606
Dell,"Dell 2022 Inspiron i7620 7000 Series 2-in-1 Laptop 16"" FHD+ Touchscreen 10-Core 12th Intel i5-1235U Iris Xe Graphics 16GB DDR4 512GB NVMe SSD Thunderbolt 4 Wi-Fi 6E Backlit KB w/FP Windows 11 Pro",16,1920 x 1200,Core i5 Family,16.0,512 GB,Intel Iris Xe Graphics,Windows 11 Pro,8.0,963.9260148199606
HP,"Latest HP Spectre 2-in-1 Laptop | 16"" UHD 3K+ Touchscreen | Intel i7-12700H 14Cores | 16GB RAM 2TB SSD | Wi-Fi 6e | Thunderbolt 4 | Backlit KB | Fingerprint | Stylus Pen | Windows 11 Pro",16,3072 x 1920,Core i7 Family,16.0,2 TB,Intel Iris Xe Graphics,Windows 11 Pro,7.0,1899.0
Dell,"Dell Latitude Rugged 14 5430 Laptop (2022) | 14"" FHD Touch | Core i5-512GB SSD - 16GB RAM | 4 Cores @ 4.4 GHz - 11th Gen CPU Win 11 Pro",14,1920x1080 MP,Core i5,16.0,512 GB,Intel Integrated Graphics,Windows 11 Pro,,1899.99
LG,"LG Gram 16T90P - 16"" WQXGA (2560x1600) 2-in-1 Lightweight Touch Display Laptop, Intel evo with 11th gen Core i7 1165G7 CPU, 16GB RAM, 2TB SSD, 21 Hours Battery, Thunderbolt 4, Black - 2021",16,2560 x 1600,Core i7 Family,16.0,2 TB,,Windows 11 Home,3.3,1471.49
HP,"HP 2022 17.3"" FHD IPS Display Laptop PC Intel 11th Gen 4-Core i5-1135G7 12GB DDR4 RAM 256GB NVMe SSD Intel Iris Xe Graphics Backlit Keyboard WiFi USB C Webcam HDMI Windows 11 w/RE Accessories",17.3,1920 x 1080,Core i5 Family,12.0,256 GB,Intel Iris Xe Graphics,Windows 11 Home,4.86,963.9260148199606
ASUS,"ASUS VivoBook S14 S433 Thin and Light Laptop, 14” FHD, Intel Core i5-10210U CPU, 8GB DDR4 RAM, 512GB PCIe SSD, Windows 10 Home, S433FA-DS51, Indie Black",14,1920 x 1080,Core i5-10210U,8.0,512 GB,Intel UHD Graphics,Windows 10 Home,3.2,963.9260148199606
HP,"HP Chromebook 14 Laptop, Intel Celeron N4000 Processor, 4 GB RAM, 32 GB eMMC, 14” HD Display, Chrome, Lightweight Computer with Webcam and Dual Mics, Home, School, Music, Movies (14a-na0021nr, 2021)",14,1366 x 768,Celeron N4000,4.0,,Intel UHD Graphics 600,Chrome OS,3.24,223.0
LG,"LG Gram 17Z90N-Laptop 17"" IPS Ultra-Lightweight, (2560 x 1600), 10th Gen Intel Core i7 , 16GB-RAM, 1TB SSD, Windows 10 Home, 17 Hour-Battery, USB-C, HDMI, -Headphone Input - Silver",17,2560 x 1600,Core i7-1065G7,16.0,1 TB,Intel Iris Plus,Windows 10 Home,2.98,1599.37
GIGABYTE,"GIGABYTE G5 KC - 15.6"" FHD IPS Anti-Glare 144Hz - Intel Core i5-10500H - NVIDIA GeForce RTX 3060 Laptop GPU 8 GB GDDR6 - 16 GB Memory - 512 GB PCIe SSD-Windows 10 Home - Gaming Laptop(G5 KC-5US1130SH)",15.6,1920 x 1080,Intel Mobile CPU,16.0,512 GB,NVIDIA GeForce RTX 3060,Windows 10 Home,4.85,1199.0
Dell,"Dell Latitude 5420 Rugged Laptop, 14 inches FHD (1920x1080) Non-Touch, Intel Core 8th Gen i5-8350U, 16GB SDRAM RAM, 512GB SSD, Intel UHD Graphics, Windows 10 Pro (Renewed)",14,1920 x 1080,Unknown,16.0,512 GB,Intel,Windows 10,4.9,977.0
HP,"HP ProBook x360 11.6"" Touchscreen Convertible 2 in 1 Notebook - HD - 1366 x 768 - Intel Pentium N6000 Quad-core (4 Core) - 8 GB Total RAM - 256 GB SSD - Windows 11 Pro - Intel UHD Graphics - Brig",11.6,1366 x 768,Pentium,8.0,256 GB,Intel UHD Graphics,Windows 11 Pro,4.5,689.47
MSI,"MSI Pulse GL66 15.6"" FHD 144Hz Gaming Laptop: Intel Core i7-12700H RTX 3070 16GB 512GB NVMe SSD, Type-C USB 3.2 Gen 1, RGB Gaming Keyboard, Cooler Boost 5, Win11 Home: Black 12UGKV-464",15.6,1920x1080,Core i7,16.0,512 GB,NVIDIA GeForce RTX 3070,Windows 11 Home,4.96,1252.84
HP,"HP 2022 Pavilion Premium Laptop, 15.6'' FHD Display, AMD Athlon N3050, 16GB RAM, 1TB SSD, Webcam, Thin & Portable, Office 365 1-Year, Long Battery Life, Windows 11, Natural Silver, ROKC HDMI Cable",15.6,1920 x 1080,Athlon Silver 3050U,16.0,1000 GB,AMD,Windows 11,3.75,549.99
ASUS,"ASUS Chromebook C424, 14.0"" 180 Degree FHD NanoEdge Display, Intel Dual Core Celeron Processor, 4GB LPDDR4 RAM, 128GB Storage, Silver Color, C424MA-AS48F",14,1920x1080,Celeron N4020,4.0,128 GB,Intel UHD Graphics 600,Chrome OS,5.16,249.99
Acer,"Acer Chromebook Spin 314 Convertible Laptop | Intel Pentium Silver N6000 | 14"" HD Corning Gorilla Glass Touch Display | 8GB LPDDR4X | 128GB eMMC | Intel Wi-Fi 6 AX201 | Chrome OS | CP314-1H-P1Q5",14,1366x768,Pentium,8.0,128 GB,Intel UHD Graphics,Chrome OS,3.42,399.99
HP,"HP 2022 17.3"" FHD IPS Display Laptop PC Intel 11th Gen 4-Core i5-1135G7 12GB DDR4 RAM 256GB NVMe SSD Intel Iris Xe Graphics Backlit Keyboard WiFi USB C Webcam HDMI Windows 11 w/RE Accessories",17.3,1920 x 1080,Core i5 Family,12.0,256 GB,Intel Iris Xe Graphics,Windows 11 Home,4.86,963.9260148199606
LG,"LG Gram 16T90P - 16"" WQXGA (2560x1600) 2-in-1 Lightweight Touch Display Laptop, Intel evo with 11th gen Core i7 1165G7 CPU, 16GB RAM, 2TB SSD, 21 Hours Battery, Thunderbolt 4, Black - 2021",16,2560 x 1600,Core i7 Family,16.0,2 TB,,Windows 11 Home,3.3,1471.49
HP,"HP Chromebook 14 Laptop, Intel Celeron N4000 Processor, 4 GB RAM, 32 GB eMMC, 14” HD Display, Chrome, Lightweight Computer with Webcam and Dual Mics, Home, School, Music, Movies (14a-na0021nr, 2021)",14,1366 x 768,Celeron N4000,4.0,,Intel UHD Graphics 600,Chrome OS,3.24,223.0
Latitude,"Dell Latitude E6430 - 14"" - Core i7 3520M - Windows 7 Professional 64-bit - 4 GB RAM - 500 GB HDD -",14,,Core i7,4.0,500 GB,Intel HD Graphics 4000,Windows 7,10.65,139.95
LG,"LG Gram 17Z90N-Laptop 17"" IPS Ultra-Lightweight, (2560 x 1600), 10th Gen Intel Core i7 , 16GB-RAM, 1TB SSD, Windows 10 Home, 17 Hour-Battery, USB-C, HDMI, -Headphone Input - Silver",17,2560 x 1600,Core i7-1065G7,16.0,1 TB,Intel Iris Plus,Windows 10 Home,2.98,1599.37
SAMSUNG,"Samsung Chromebook 2 XE500C12-K01US 11.6 Inch Laptop (Intel Celeron, 2 GB, 16 GB SSD, Silver)",11.6,1366x768,Celeron,2.0,16 GB,Intel HD Graphics,Chrome OS,2.65,94.76
Dell,"Dell Latitude 5420 Rugged Laptop, 14 inches FHD (1920x1080) Non-Touch, Intel Core 8th Gen i5-8350U, 16GB SDRAM RAM, 512GB SSD, Intel UHD Graphics, Windows 10 Pro (Renewed)",14,1920 x 1080,Unknown,16.0,512 GB,Intel,Windows 10,4.9,977.0
HP,"HP ProBook x360 11.6"" Touchscreen Convertible 2 in 1 Notebook - HD - 1366 x 768 - Intel Pentium N6000 Quad-core (4 Core) - 8 GB Total RAM - 256 GB SSD - Windows 11 Pro - Intel UHD Graphics - Brig",11.6,1366 x 768,Pentium,8.0,256 GB,Intel UHD Graphics,Windows 11 Pro,4.5,689.47
HP,"HP 2022 Pavilion 15.6"" FHD IPS Touchscreen Laptop 8-Core AMD Ryzen 7 5700U 16GB DDR4 512GB NVMe SSD Radeon Graphics HDMI WiFi AX Webcam USB C Bluetooth Backlit B&O Audio Windows 11 Pro w/ 32GB USB",15.6,1920 x 1080,AMD Ryzen 7,16.0,512 GB,AMD Radeon Graphics,Windows 11 Pro,3.86,963.9260148199606
Toshiba,"Toshiba Satellite S55-C5138 15.6"" (1920x1080) Full HD Laptop: Core i7-6500U 2.5GHz 1TB 8GB DVD-RW 4K HDMI Output - Windows 10 64bit (Brushed Metal)",15.6,1920X1080,Core i7,8.0,1 TB,Mobile Intel HD graphics,Windows 10,4.8,379.0
HP,"HP 2022 15.6"" FHD Micro-Ege Display Laptop PC Intel 11th Gen 4-Core i7-1165G7 12GB DDR4 RAM 256GB NVMe SSD Intel Iris Xe Graphics Webcam HDMI WiFi AC BT USB-C Silver Windows 10 Pro w/ RE USB Drive",15.6,1920 x 1080,Core i7 Family,12.0,256 GB,Intel Iris Xe Graphics,Windows 10 Pro,7.0,963.9260148199606
Dell,Dell Latitude D630 + Windows 7 notebook laptop computer,14.1,1280 x 800,Intel Core 2 Duo,4.0,80 GB,Intel Integrated GMA X3100,Windows 7,5.94,119.99
Lenovo,"Lenovo 3i Chromebook - 2023 - Everyday Notebook - Chrome OS - 15.6"" Full HD - 8GB Memory - 64GB Storage - Intel Celeron N4500 - Abyss Blue",15.6,1920x1080,Celeron P4500,8.0,64 GB,,Chrome OS,5.59,299.99
Acer,"Acer Aspire 5 A515-56-347N Slim Laptop - 15.6"" Full HD IPS Display - 11th Gen Intel i3-1115G4 Dual Core Processor - 8GB DDR4 - 128GB NVMe SSD - WiFi 6 - Amazon Alexa - Windows 11 Home in S Mode",15.6,1920x1080,Core I3 1115G4,8.0,128 GB,Intel UHD Graphics,Windows 11 S,3.64,299.99
Lenovo,"Lenovo 2022 ThinkPad P16s Mobile Workstation 16"" WUXGA IPS 12-Core 12th Intel i7-1260P NVIDIA T550 4GB Graphics 40GB DDR4 1TB SSD Backlit KB FP Reader Thunderbolt 4 WiFi 6E Windows 11 Pro w/ 32GB USB",16,1920 x 1200,Core i7 Family,40.0,1 TB,NVIDIA T550 4GB Graphics,Windows 11 Pro,7.0,1659.99
ASUS,"ASUS VivoBook S 15 Slim Laptop, 15.6"" FHD Display, AMD Ryzenâ„¢ 7 5800H CPU, AMD Radeon Graphics, 8GB RAM, 512GB SSD, Windows 11 Home, Fingerprint Reader, Indie Black, S3502QA-DS71",15.6,1920x1080,Ryzen 7,8.0,512 GB,AMD Radeon Graphics,Windows 11 Home,3.75,749.99
HP,HP 2022 Envy 2-in-1 15.6 inch FHD IPS Touchscreen Laptop AMD 8-Core Ryzen 7 5700U Radeon Graphics 64GB DDR4 2TB NVMe SSD USB-C HDMI2.0 WiFi AX Webcam Fingerprint Backlit Windows 11 Home w/RE USB,15.6,1920 x 1080,AMD Ryzen 7,64.0,2 TB,AMD Radeon Graphics,Windows 11 Home,8.0,963.9260148199606
ASUS,ASUS 2023 ROG Strix G16 Gaming Laptop 16” 165Hz FHD+ Display 13th Intel i7-13650HX 14-Core 64GB DDR5 2TB SSD NVIDIA GeForce RTX 4060 8GB WiFi 6E Thunderbolt RGB Backlit Win 11 Pro w/RATZK 32GB USB,16,1920x1200,Core i7 Family,64.0,2 TB,NVIDIA GeForce RTX 4060,Windows 11 Pro,10.0,963.9260148199606
Lenovo,"Lenovo IdeaPad 5 14ITL05 82FE00MEUS 14"" Notebook - Full HD - 1920 x 1080 - Intel Core i5 11th Gen i5-1135G7 Quad-core (4 Core) 2.40 GHz - 16 GB RAM - 512 GB SSD - Graphite Gray",14,1920 x 1080,Core i5 Family,16.0,512 GB,Intel Iris Xe Graphics,Windows 10 Home,3.04,404.0
MSI,"MSI Creator 15 Professional Laptop: 15.6"" UHD OLED 4K DCI-P3 100% Display, Intel Core i7-11800H, NVIDIA GeForce RTX 3080, 16GB RAM, 1TB NVME SSD, Thunderbolt 4, Win10 PRO, Black (A11UH-492)",15.6,3840 x 2160,Core i7 Family,16.0,1 TB,NVIDIA GeForce RTX 3080,Windows 10 Pro,5.39,2399.0
SAMSUNG,"SAMSUNG Chromebook Pro Convertible Touch Screen Laptop, 12.3 (XE510C24-K01US)",12.3,2400x1600,Intel Core M-5Y10 Processor,4.0,16 GB,Intel HD Graphics 515,Chrome OS,2.38,179.99
HP,"Newest HP 14 inch HD Laptop Newest for Business or Student, AMD Athlon Silver 3050U (Beat i5-7200U), 16GB DDR4 RAM, 512GB SSD, WiFi, Bluetooth, HDMI, Windows 10",14,1366 x 768,Athlon,16.0,128 GB,AMD Radeon Graphics,Windows 10 Home,3.3,479.0
HP,"2022 HP Business High Performance Laptop - 15.6"" FHD - 45% NTSC - AMD Ryzen 3 3250U Dual-Core - 8GB DDR4 - 256GB NVMe SSD - HD Webcam -Bluethooth -Windows 11 Pro - w/ 32GB USB Drive",15.6,1920 x 1080,Ryzen 3 3250U,8.0,256 GB,AMD Radeon Graphics,Windows 11 Pro,7.0,963.9260148199606
HP,"HP Envy 2-in-1 Laptop 2022, 15.6 inch FHD Touchscreen, 8-Core AMD Ryzen 7 5825U, Radeon Graphics, 16GB DDR4 1TB NVMe SSD, WI-FI 6, Windows 11 Pro, Fingerprint, Backlit Keyboard, COU 32GB USB Drive",15.6,1920 x 1080,Ryzen 7,16.0,1 TB,AMD Radeon Graphics,Windows 11 Pro,7.9,963.9260148199606
ASUS,ASUS 2022 F512DA VivoBook Laptop 15.6 FHD AMD 2-Core Ryzen 3 3250U 12GB DDR4 512GB NVMe SSD Radeon Graphics USB-C Backlit Keyboard WiFi AC HDMI Fingerprint Windows 10 Pro w/RE 32GB USB3.0 Drive,15.6,1920 x 1080,Ryzen 3 3250U,8.0,512 GB,AMD Radeon Graphics,Windows 10 Pro,3.53,963.9260148199606
Acer,"Acer Chromebook Enterprise 514 Laptop | Intel Core i3-1115G4 | 14"" Full HD IPS Touch Display | 8GB LPDDR4X | 128GB NVMe SSD | microSD | Intel Wi-Fi 6 | Backlit Keyboard | Chrome OS | CB514-1WT-33MW",14,1920 x 1080,Core I3 1115G4,8.0,128 GB,Intel UHD Graphics,Chrome OS,3.02,743.99
MSI,"MSI Creator 17 Professional Laptop: 17.3"" UHD 120Hz 100% AdobeRGB Display, Intel Core i7-11800H, NVIDIA GeForce RTX 3060, 16GB RAM, 512GB NVME SSD, Thunderbolt 4, Win10, Core Black (B11UE-471)",17.3,3840 x 2160,Core i7 Family,16.0,512 GB,NVIDIA GeForce RTX 3060,Windows 10 Home,5.4,1473.89
Lenovo,"Lenovo IdeaPad Flex 5 14"" FHD Touch 2-in-1 Convertible Laptop, AMD Ryzen 3 4300U, 4GB RAM, 256GB SSD, Windows 10 S",14,1920 x 1080,AMD R Series,4.0,512 GB,Integrated AMD Radeon Graphics,Windows 10,4.89,279.0
Dell,"Dell Vostro 7620 Business Laptop, 16"" FHD+ Display, Intel i7-12700H Processor, NVIDIA GeForce RTX 3050, 24GB DDR5 RAM, 1TB PCIe SSD, Webcam, RJ45, HDMI, SD Card Reader, Wi-Fi 6, Windows 11 Pro",16,1920 x 1200,Core i7 Family,24.0,1 TB,NVIDIA GeForce RTX 3050,Windows 11 Pro,4.46,1659.0
HP,"HP Full HD IPS 15.6"" Notebook, Intel Core i7-7500U Processor, 16GB Memory, 1TB Hard Drive, 4GB DSC R7 M440 Graphics, Optical Drive, HD Webcam, Windows 10 Home",15.6,,,16.0,1 TB,AMD Radeon R7,Windows 10 Home,4.83,470.0
Dell,"Dell Latitude E6410 14.1"" Core i5 160GB Windows Professional 32bit Notebook",14.1,,Core i5,4.0,160 GB,Intel HD Graphics,Windows 7,4.2,102.0
Dell,"Dell XPS 15 9510 Laptop (2021) | 15.6"" 4K Touch | Core i7-1TB SSD - 32GB RAM - 3050 Ti | 8 Cores @ 4.6 GHz - 11th Gen CPU Win 10 Pro",15.6,3456x2160 MP,Core i7,32.0,1000 GB,NVIDIA GeForce RTX 3050 Ti,Windows 10 Pro,29.0,2193.0
LG,"LG Gram 14T90R Thin and Lightweight Laptop,Black",14,1900x1200,Intel Core i7,32.0,1 TB,Intel Iris,Windows 11 Home,2.75,1899.99
MSI,"MSI Modern 15A Thin and Light Daily Laptop: 15.6"" FHD 1080p, Intel Core i7-1195G7, Intel Iris Xe, 8GB, 1TB SSD, Win10, Carbon Gray (A11MU-652)",15.6,1920 x 1080,Core i7 Family,8.0,1 TB,Intel Iris Xe Graphics,Windows 10 Home,3.52,799.99
Lenovo,"Lenovo IdeaPad Flex 3 CB 11IGL05 82BB0008US 11.6"" Touchscreen 2 in 1 Chromebook - HD - 1366 x 768 - Intel Celeron N4020 Dual-core (2 Core) 1.10 GHz - 4 GB RAM - 64 GB Flash Memory - Almond",11.6,1366 x 768,Celeron,4.0,,Intel UHD Graphics 600,Chrome OS,2.65,172.99
HP,"HP Envy 13.3"" Touchscreen Intel Evo Laptop - 11th Gen i7 i7-1165G7 Processor, 16GB DDR4, 1 TB SSD",13.3,1920 x 1080,Intel Core i7-1165G7,16.0,1 TB,Intel Iris Xe Graphics,Windows 10 Pro,5.2,1099.0
Acer,"Acer 2023 Newest Aspire 5 A515 15.6"" FHD IPS Laptop 11th Gen Intel Core i5-1135G7 8GB RAM 256GB NVMe SSD WiFi AX BT RJ45 HDMI Webcam USB-C Backlit Keyboard Fingerprint Windows 11 Home w/RE 32GB USB",15.6,1920 x 1080,Core i5 Family,8.0,256 GB,Intel Iris Xe Graphics,Windows 11 Home,7.0,963.9260148199606
HP,"2022 HP 15 Laptop 11th Gen i5-1135G7 16GB RAM 1TB SSD, 15.6 Micro-Edge FHD Display, Webcam, HDMI, Wi-Fi, HP Fast Charge, Premium Light Thin Design, Windows 10-Free Windows 11 Update| ROKC Bundle",15.6,1920 x 1080,Intel Core i5,32.0,1 TB,Intel UHD Graphics,Windows 10 Home,3.74,739.99
Lenovo,"Lenovo - Legion 5i - Gaming Laptop - Intel Core i7-11800H - 8GB DDR4 RAM - 1TB NVMe TLC SSD - NVIDIA GeForce RTX 3050 Ti Graphics - 17.3"" FHD 144Hz - Windows 11 Home - Phantom Blue",17.3,1920 x 1080,Core I7 12700H,8.0,1 TB,NVIDIA GeForce RTX 3050,Windows 11 Home,10.0,1400.44
MSI,"MSI Creator 17 Professional Laptop: 17.3"" UHD 120Hz 100% AdobeRGB Display, Intel Core i7-11800H, NVIDIA GeForce RTX 3060, 16GB RAM, 512GB NVME SSD, Thunderbolt 4, Win10, Core Black (B11UE-471)",17.3,,Core i7 Family,16.0,512 GB,,,,1473.89
Dell,Dell Latitude E6540 Business Laptop 15.6 Inch Intel Core i7 i7-4610M 3.0 GHz 8GB DDR3L 500GB Solid State Hybrid Drive SSHD Webcam DVDRW Windows 7 Pro,15.6,1366x768,Core i7,8.0,500 GB,Intel HD Graphics,Windows 7 Professional,5.64,204.89
Lenovo,"Lenovo IdeaPad Flex 5 14ALC05 82HU002YUS 14"" Touchscreen Convertible 2 in 1 Notebook - Full HD - 1920 x 1080 - AMD Ryzen 7 5700U Octa-core (8 Core) 1.40 GHz - 16 GB RAM - 512 GB SSD - Graphite Gray",14,1920 x 1080,AMD Ryzen 7,16.0,512 GB,AMD Radeon Graphics,Windows 10 Home,3.31,538.0
ASUS,"ASUS ROG G531GT-BI7N6 15.6"" FHD Gaming Laptop Computer, Intel Hexa-Core i7-9750H Up to 4.5GHz, 8GB DDR4, 512GB SSD, NVIDIA GeForce GTX 1650, 802.11ac WiFi, HDMI, USB 3.0, Windows 10",15.6,1920 x 1080,Intel Core i7,8.0,512 GB,NVIDIA GeForce GTX 1650,Windows 10,5.3,769.0
Lenovo,"2022 Lenovo IdeaPad 5i Laptop 15.6"" FHD IPS Touchscreen 12th Intel i7-1255U 10-Core NVDIA MX550 Graphics 16GB DDR4 1TB SSD WiFi 6 Backlit KB Fingerprint Reader Windows 11 Pro w/ RATZK 32GB USB",15.6,1920 x 1080,Core i7 Family,16.0,1 TB,NVIDIA GeForce MX550 2GB,Windows 11 Pro,7.0,1249.0
Dell,"Dell Newest Inspiron 3000 i3511 Laptop - 15.6"" FHD Touchscreen - 10th Gen Intel Core i5-1035G1 - UHD Graphics - 16GB DDR4-512GB NVMe SSD - HDMI Bluetooth Wi-Fi - Windows 11 Home",15.6,1920 x 1080,Core i5 Family,16.0,512 GB,Intel UHD Graphics,Windows 11 Home,8.0,963.9260148199606
HP,"HP 2022 14"" IPS FHD Chromebook, Ryzen 3 Processor Up to 3.45GHz, 4GB Ram, 128GB SSD, Intel 4K Graphics, Ultra-Fast WiFi Speed, Chrome OS, Dale Gray (Renewed) (Dale Gray)",14,1920 x 1080,Ryzen 3,4.0,128 GB,,Chrome OS,4.75,169.99
